Title,Year,Genres,Rating,NumVotes
The Disaster Artist,2017,"Biography,Comedy,Drama",7.4,139323
The Look of Silence,2014,"Biography,Documentary,History",8.3,11927
Moana,2016,"Adventure,Animation,Comedy",7.6,275679
Mechanic: Resurrection,2016,"Action,Adventure,Crime",5.7,77179
The Night Before,2015,"Comedy,Fantasy",6.4,67274
Nerve,2016,"Adventure,Crime,Drama",6.5,116829
American Made,2017,"Action,Comedy,Crime",7.2,159764
The Admiral: Roaring Currents,2014,"Action,Drama,History",7.1,10436
45 Years,2015,"Drama,Romance",7.1,31200
Sing Street,2016,"Comedy,Drama,Music",7.9,85729
The Bélier Family,2014,"Comedy,Drama,Music",7.3,24594
Whiskey Tango Foxtrot,2016,"Biography,Comedy,Drama",6.6,49841
Captain Fantastic,2016,"Comedy,Drama",7.9,191741
The Fool,2014,"Crime,Drama,Thriller",8.0,12097
Girls Trip,2017,"Adventure,Comedy,Drama",6.2,34589
The Visit,2015,"Horror,Mystery,Thriller",6.2,114688
Legend,2015,"Biography,Crime,Drama",6.9,160020
Jigarthanda,2014,"Action,Crime,Drama",8.3,10280
Bilal: A New Breed of Hero,2015,"Action,Adventure,Animation",7.9,17360
A Perfect Day,2015,"Comedy,Drama,War",6.8,20635
Found a Treasure Called Love,2015,"Action,Drama,Musical",4.4,17592
Knock Knock,2015,"Drama,Thriller",4.9,84659
Cars 3,2017,"Adventure,Animation,Comedy",6.7,77767
Incredibles 2,2018,"Action,Adventure,Animation",7.6,252847
A Street Cat Named Bob,2016,"Biography,Drama,Family",7.4,28427
In a Valley of Violence,2016,"Action,Western",6.0,16264
Don't Hang Up,2016,"Horror,Thriller",5.6,12904
The Grudge,2020,"Fantasy,Horror,Mystery",4.3,20746
Mommy,2014,Drama,8.1,51163
Ankhon Dekhi,2013,"Comedy,Drama",8.0,10254
The Wave,2015,"Drama,Thriller",6.7,34121
Don't Knock Twice,2016,"Drama,Fantasy,Horror",5.1,12852
Kilo Two Bravo,2014,"Adventure,Biography,Drama",7.1,12163
Paper Towns,2015,"Adventure,Comedy,Drama",6.3,95752
Ricki and the Flash,2015,"Comedy,Drama,Music",5.9,22468
Barbershop: The Next Cut,2016,"Comedy,Drama",5.9,14386
The Girl on the Train,2016,"Crime,Drama,Mystery",6.5,170656
Allied,2016,"Action,Drama,Romance",7.1,142670
Let's Sin,2014,"Action,Crime,Drama",7.8,12444
Blood Father,2016,"Action,Crime,Drama",6.4,59973
Creep 2,2017,"Horror,Thriller",6.5,20132
Misconduct,2016,"Crime,Drama,Mystery",5.3,15087
The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,765307
The Dig,2021,"Biography,Drama,History",7.1,42670
The Red Turtle,2016,"Animation,Family,Fantasy",7.5,31655
Bangalore Days,2014,"Comedy,Drama,Romance",8.3,16640
Holding the Man,2015,"Biography,Drama,Romance",7.4,10986
Turbo Kid,2015,"Action,Adventure,Comedy",6.7,26408
Dragon Blade,2015,"Action,Drama,Fantasy",6.0,18554
The Salt of the Earth,2014,"Biography,Documentary,History",8.5,20049
Badlapur,2015,"Action,Crime,Drama",7.4,21887
The Bride of Humpty Sharma,2014,"Comedy,Drama,Romance",6.0,11403
Bridge of Spies,2015,"Drama,History,Thriller",7.6,289560
Ibiza,2018,"Comedy,Romance",5.2,15782
The Red Pill,2016,Documentary,8.2,10430
The BFG,2016,"Adventure,Family,Fantasy",6.4,78224
A Hard Day,2014,"Action,Crime,Thriller",7.2,11544
Coming Soon,2014,"Comedy,Drama,Romance",7.4,31945
The Other Side of the Door,2016,Horror,5.3,17171
Suck Me Shakespeer 2,2015,Comedy,6.0,11772
Remember,2015,"Drama,Mystery,Thriller",7.5,23234
V/H/S Viral,2014,"Horror,Thriller",4.2,15118
Brain on Fire,2016,"Biography,Drama",6.6,18195
Deathgasm,2015,"Action,Comedy,Horror",6.3,15969
Mine,2016,"Drama,Fantasy,Thriller",5.9,15747
By the Sea,2015,"Drama,Romance",5.3,18878
War on Everyone,2016,"Action,Comedy,Crime",5.8,17255
Unfriended,2014,"Horror,Mystery,Thriller",5.5,69055
The Hollars,2016,"Comedy,Drama,Romance",6.6,11709
Irrational Man,2015,"Comedy,Drama,Romance",6.6,59130
Elle,2016,"Crime,Drama,Thriller",7.1,61506
Underworld: Blood Wars,2016,"Action,Adventure,Fantasy",5.8,70223
Power Rangers,2017,"Action,Adventure,Sci-Fi",5.9,102233
The Last: Naruto the Movie,2014,"Action,Adventure,Animation",7.6,11539
American Honey,2016,"Adventure,Drama,Romance",7.0,38870
Maudie,2016,"Biography,Drama,Romance",7.6,16553
Gringo,2018,"Action,Comedy,Crime",6.1,27171
The Lady in the Van,2015,"Biography,Comedy,Drama",6.7,26546
Experimenter,2015,"Biography,Drama,History",6.6,17541
The Disappearance of Eleanor Rigby: Them,2014,"Drama,Romance",6.3,11804
Kong: Skull Island,2017,"Action,Adventure,Fantasy",6.6,274287
The Trust,2016,"Crime,Drama,Thriller",5.4,17901
Pay the Ghost,2015,"Horror,Thriller",5.2,16076
Bajirao Mastani,2015,"Action,Drama,History",7.2,31499
Godzilla: King of the Monsters,2019,"Action,Adventure,Fantasy",6.0,139767
Lion,2016,"Biography,Drama",8.0,215784
N.H 10,2015,"Action,Crime,Drama",7.2,12173
The Second Mother,2015,"Comedy,Drama",7.8,13336
Gerald's Game,2017,"Drama,Horror,Thriller",6.5,91029
Blue Mountain State: The Rise of Thadland,2016,"Comedy,Sport",5.8,14817
Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,560132
The Wife,2017,Drama,7.2,35642
Truman,2015,"Comedy,Drama",7.3,11953
Our Little Sister,2015,"Drama,Family",7.5,12636
Jungle,2017,"Action,Adventure,Biography",6.7,49233
Astérix: Le domaine des dieux,2014,"Adventure,Animation,Comedy",6.9,12368
My Big Fat Greek Wedding 2,2016,"Comedy,Romance",6.0,28462
The Equalizer 2,2018,"Action,Crime,Thriller",6.7,135365
"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance",6.6,18847
Piku,2015,"Comedy,Drama",7.6,29108
Snowden,2016,"Biography,Crime,Drama",7.3,139285
Ashby,2015,"Comedy,Crime,Drama",6.4,14899
Love,2015,"Drama,Romance",6.1,49283
400 Days,2015,"Mystery,Sci-Fi,Thriller",4.4,10172
They Call Me Jeeg,2015,"Action,Drama,Sci-Fi",7.0,13511
Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,295714
La La Land,2016,"Comedy,Drama,Music",8.0,510832
We Are Your Friends,2015,"Drama,Music,Romance",6.2,36311
All the Way,2016,"Biography,Drama,History",7.3,13181
The Brand New Testament,2015,"Comedy,Fantasy",7.1,30130
The Escort,2015,"Comedy,Drama,Romance",6.0,11988
Sonic the Hedgehog,2020,"Action,Adventure,Comedy",6.5,92114
The Choice,2016,"Drama,Romance",6.6,35482
The Kissing Booth,2018,"Comedy,Romance",6.0,67649
6 Years,2015,"Drama,Romance",5.6,11727
The Nice Guys,2016,"Action,Comedy,Crime",7.4,282986
Kaththi,2014,"Action,Drama",7.9,19079
Brothers,2015,"Action,Drama,Sport",6.5,11743
Son of Saul,2015,"Drama,War",7.5,45403
Minimalism: A Documentary About the Important Things,2015,Documentary,6.7,14264
Cop Car,2015,"Crime,Thriller",6.3,30534
"Dragon Ball Z: Resurrection ""F""",2015,"Action,Adventure,Animation",7.3,20487
Tangerine,2015,"Comedy,Crime,Drama",7.1,27726
Labyrinth of Lies,2014,"Drama,History",7.3,12254
The Predator,2018,"Action,Adventure,Sci-Fi",5.3,117066
Only the Brave,2017,"Action,Biography,Drama",7.6,59141
War Room,2015,Drama,6.5,13555
The Outpost,2019,"Action,Drama,History",6.8,20882
31,2016,"Horror,Thriller",5.1,18640
Yoga Hosers,2016,"Action,Comedy,Fantasy",4.3,12416
Land of Mine,2015,"Drama,History,War",7.8,35942
The Overnight,2015,"Comedy,Mystery",6.1,16047
To All the Boys I've Loved Before,2018,"Comedy,Drama,Romance",7.1,90082
Baby,2015,"Action,Thriller",8.0,52996
Dope,2015,"Adventure,Comedy,Crime",7.2,80960
Krampus,2015,"Comedy,Drama,Fantasy",6.2,64738
Truth,2015,"Biography,Drama,History",6.8,18993
The Bronze,2015,"Comedy,Drama,Sport",6.1,10010
Mohenjo Daro,2016,"Action,Adventure,Drama",5.7,10636
Cargo,2017,"Drama,Horror,Sci-Fi",6.3,37815
Dumbo,2019,"Adventure,Family,Fantasy",6.3,66946
Bajrangi Bhaijaan,2015,"Action,Adventure,Comedy",8.0,72701
The Goldfinch,2019,Drama,6.3,17155
The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,109658
Men & Chicken,2015,"Comedy,Drama,Mystery",6.7,10817
Stronger,2017,"Biography,Drama",6.9,41073
The Boy,2016,"Horror,Mystery,Thriller",6.0,81009
Baby Driver,2017,"Action,Crime,Drama",7.6,443884
Leave No Trace,2018,"Adventure,Drama",7.2,51495
Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.6,575229
Hounds of Love,2016,"Crime,Drama,Thriller",6.5,10517
Sharknado 3: Oh Hell No!,2015,"Action,Adventure,Comedy",4.1,11946
The Breadwinner,2017,"Animation,Drama,Family",7.7,21154
Mary Shelley,2017,"Biography,Drama,History",6.4,13411
All the Bright Places,2020,"Drama,Romance",6.5,21245
The Love Witch,2016,"Comedy,Horror,Romance",6.2,13207
The Siege of Jadotville,2016,"Action,Drama,History",7.2,32774
The Space Between Us,2017,"Drama,Romance,Sci-Fi",6.4,48601
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Comedy",6.0,84927
Popstar: Never Stop Never Stopping,2016,"Comedy,Music",6.7,55193
Marauders,2016,"Action,Crime,Thriller",5.5,20362
Mustang,2015,Drama,7.6,36051
Okja,2017,"Action,Adventure,Drama",7.3,106360
The Monster,2016,"Drama,Fantasy,Horror",5.4,16081
The Endless,2017,"Drama,Fantasy,Horror",6.5,34715
The 9th Life of Louis Drax,2016,Thriller,6.3,13542
The House That Jack Built,2018,"Crime,Drama,Horror",6.8,60202
Colonia,2015,"Biography,Drama,History",7.1,48229
Intruders,2015,"Drama,Horror,Thriller",5.7,11823
Kirk Cameron's Saving Christmas,2014,"Comedy,Family",1.4,15116
The Tale,2018,"Biography,Drama,Mystery",7.3,15620
The Handmaiden,2016,"Drama,Romance,Thriller",8.1,115958
Exposed,2016,"Crime,Drama,Mystery",4.3,13941
Suburra,2015,"Crime,Drama,Thriller",7.4,18461
The Bye Bye Man,2017,"Drama,Fantasy,Horror",4.2,21984
Manchester by the Sea,2016,Drama,7.8,249381
Swiss Army Man,2016,"Comedy,Drama,Fantasy",7.0,106873
Citizenfour,2014,"Biography,Documentary,History",8.0,52742
Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi",6.3,223719
Toni Erdmann,2016,"Comedy,Drama",7.4,44546
The Shallows,2016,"Action,Drama,Horror",6.3,120883
Green Room,2015,"Horror,Thriller",7.0,108685
The Nightingale,2018,"Adventure,Drama,Thriller",7.3,22041
The Darkest Minds,2018,"Action,Adventure,Drama",5.7,28462
A Man Called Ove,2015,"Comedy,Drama,Romance",7.7,47960
A Prayer Before Dawn,2017,"Action,Biography,Crime",6.9,20855
Dheepan,2015,"Crime,Drama",7.2,14496
Battle for Sevastopol,2015,"Biography,Drama,Romance",7.1,10748
Department Q: A Conspiracy of Faith,2016,"Crime,Drama,Mystery",7.0,17278
The Purge: Election Year,2016,"Action,Horror,Sci-Fi",6.0,90544
Forever My Girl,2018,"Drama,Music,Romance",6.7,14853
MSG: The Messenger of God,2015,"Action,Comedy,Drama",5.9,11171
Dil Dhadakne Do,2015,"Comedy,Drama,Romance",6.9,15148
The Lego Batman Movie,2017,"Action,Animation,Comedy",7.3,131918
Things to Come,2016,Drama,7.0,12347
Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.6,226025
Cartel Land,2015,"Documentary,News",7.4,17839
After,2019,"Drama,Romance",5.3,39656
The Vanishing,2018,"Crime,Drama,Mystery",5.8,14065
Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,51276
Keanu,2016,"Action,Comedy,Crime",6.3,45816
Polar,2019,"Action,Crime,Drama",6.3,76491
Captain Marvel,2019,"Action,Adventure,Sci-Fi",6.9,452924
Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,846340
Avengers: Endgame,2019,"Action,Adventure,Drama",8.4,827952
Replicas,2018,"Drama,Sci-Fi,Thriller",5.5,32929
Free Fire,2016,"Action,Comedy,Crime",6.4,42503
Don't Breathe,2016,"Crime,Horror,Thriller",7.1,224131
Tales of Halloween,2015,"Adventure,Comedy,Fantasy",5.5,11927
M.S. Dhoni: The Untold Story,2016,"Biography,Drama,Sport",7.8,40788
13 Hours,2016,"Action,Drama,History",7.3,120642
Look Who's Back,2015,"Comedy,Drama,Fantasy",7.1,42223
The Gift,2015,"Drama,Mystery,Thriller",7.0,141418
Special Correspondents,2016,Comedy,5.8,20865
Anthropoid,2016,"Action,Biography,Drama",7.2,44278
Strange Magic,2015,"Adventure,Animation,Comedy",5.8,10275
Meet The Blacks,2016,"Comedy,Horror",4.8,35595
Limonata,2015,"Comedy,Drama",7.4,12638
Indignation,2016,"Drama,Romance",6.7,11536
Telling Tales,2015,"Comedy,Fantasy,Romance",7.5,15095
The Birth of a Nation,2016,"Biography,Drama,History",6.4,20163
Jason Bourne,2016,"Action,Thriller",6.6,209615
Mr. Church,2016,"Comedy,Drama",7.7,25926
Molly's Game,2017,"Biography,Crime,Drama",7.4,144686
Widows,2018,"Crime,Drama,Thriller",6.9,88135
The Wall,2017,"Action,Drama,Thriller",6.2,24318
The Babysitter,2017,"Comedy,Horror",6.3,74417
Victoria,2015,"Crime,Drama,Romance",7.6,53374
Cobain: Montage of Heck,2015,"Animation,Biography,Documentary",7.5,28116
Beta Test,2016,"Action,Sci-Fi,Thriller",5.6,10652
Alpha,2018,"Action,Adventure,Drama",6.7,55660
The Void,2016,"Horror,Mystery,Sci-Fi",5.9,31515
Going Clear: Scientology & the Prison of Belief,2015,Documentary,8.0,37196
Miracles from Heaven,2016,"Biography,Drama,Family",7.1,22155
Shin Godzilla,2016,"Action,Adventure,Drama",6.8,23112
The Witch,2015,"Drama,Horror,Mystery",6.9,206664
The Night Eats the World,2018,"Drama,Horror,Thriller",6.0,10447
Hell House LLC,2015,"Horror,Mystery",6.4,10055
Grandma,2015,"Comedy,Drama",6.7,14700
An Inspector Calls,2015,"Crime,Drama,Mystery",7.7,10480
The Boy and the Beast,2015,"Action,Adventure,Animation",7.7,20659
Under the Shadow,2016,"Drama,Fantasy,Horror",6.9,24450
The Founder,2016,"Biography,Drama",7.2,127621
Terrifier,2016,"Horror,Thriller",5.6,14433
"What Happened, Miss Simone?",2015,"Biography,Documentary,Music",7.6,12548
Embrace of the Serpent,2015,"Adventure,Biography,Drama",7.9,21125
The Circle,2017,"Drama,Sci-Fi,Thriller",5.3,85267
Lady Macbeth,2016,"Drama,Romance",6.8,20217
Kubo and the Two Strings,2016,"Action,Adventure,Animation",7.8,118720
I Am Not a Serial Killer,2016,"Drama,Horror,Thriller",6.2,13663
Julieta,2016,"Drama,Mystery,Romance",7.1,29184
Fractured,2019,"Mystery,Thriller",6.4,56233
The Bad Batch,2016,"Drama,Horror,Romance",5.3,26918
Queen of Katwe,2016,"Biography,Drama,Sport",7.4,15745
Mayhem,2017,"Action,Comedy,Horror",6.4,17442
The Last Black Man in San Francisco,2019,Drama,7.3,14809
Tau,2018,"Sci-Fi,Thriller",5.8,27443
Taxi,2015,"Comedy,Drama",7.3,13927
Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",6.1,54362
The Peanut Butter Falcon,2019,"Adventure,Comedy,Drama",7.6,68752
Hot Girls Wanted,2015,Documentary,6.1,16117
Extraction,2015,"Action,Thriller",4.1,10369
Nine Lives,2016,"Comedy,Drama,Family",5.3,21122
20th Century Women,2016,"Comedy,Drama",7.3,40566
Airlift,2016,"Drama,History",8.0,53021
The Clan,2015,"Biography,Crime,Drama",7.0,12322
My Cousin Rachel,2017,"Drama,Mystery,Romance",6.0,17837
Holidays,2016,"Fantasy,Horror,Mystery",5.1,10448
Kedi,2016,Documentary,7.7,13201
John Wick: Chapter 2,2017,"Action,Crime,Thriller",7.5,369930
Pyaar Ka Punchnama 2,2015,"Comedy,Drama,Romance",7.3,14024
Drishyam,2015,"Crime,Drama,Mystery",8.2,71580
RangiTaranga,2015,"Mystery,Thriller",8.3,12510
Udta Punjab,2016,"Action,Crime,Drama",7.8,27304
Neighbors 2: Sorority Rising,2016,Comedy,5.7,114321
Redemption Day,2021,"Action,Thriller",4.9,20767
Better Watch Out,2016,"Comedy,Horror,Thriller",6.5,32317
Code Name: K.O.Z.,2015,"Crime,Mystery",1.9,27190
Terminal,2018,"Crime,Drama,Thriller",5.4,19560
Shaft,2019,"Action,Comedy,Crime",6.4,45485
Fifty Shades Darker,2017,"Drama,Romance",4.6,92624
Certain Women,2016,Drama,6.3,12207
Paddington 2,2017,"Adventure,Animation,Comedy",7.8,62390
Fifty Shades Freed,2018,"Drama,Romance,Thriller",4.5,56549
Gifted,2017,Drama,7.6,100732
The House,2017,"Comedy,Crime",5.6,41169
All I See Is You,2016,Drama,5.4,10955
Maze Runner: The Death Cure,2018,"Action,Adventure,Sci-Fi",6.3,114803
Why Him?,2016,Comedy,6.2,102140
The Meddler,2015,"Comedy,Drama,Romance",6.3,11729
Emelie,2015,"Horror,Mystery,Thriller",5.4,13489
The Prodigy,2019,"Fantasy,Horror,Mystery",5.9,23359
Café Society,2016,"Comedy,Drama,Romance",6.6,71736
Morgan,2016,"Action,Horror,Sci-Fi",5.8,39956
Frozen II,2019,"Adventure,Animation,Comedy",6.9,139478
Overlord,2018,"Action,Adventure,Horror",6.6,87105
I Spit on Your Grave: Vengeance is Mine,2015,"Action,Crime,Horror",5.2,11999
The War with Grandpa,2020,"Comedy,Drama,Family",5.6,12051
Robin Hood,2018,"Action,Adventure,Drama",5.3,65471
Dilwale,2015,"Action,Comedy,Drama",5.1,31716
White Boy Rick,2018,"Crime,Drama",6.5,30168
Miss Sloane,2016,Drama,7.5,64982
The Girl with All the Gifts,2016,"Action,Adventure,Drama",6.6,55232
I Kill Giants,2017,"Drama,Fantasy,Thriller",6.2,26291
Nocturnal Animals,2016,"Drama,Thriller",7.5,241269
Darkest Hour,2017,"Biography,Drama,History",7.4,173878
Ae Dil Hai Mushkil,2016,"Drama,Music,Musical",5.8,21152
Mile 22,2018,"Action,Thriller",6.1,68768
The Distinguished Citizen,2016,"Comedy,Drama",7.5,10098
The Layover,2017,"Comedy,Romance",4.8,13307
Mulan,2020,"Action,Adventure,Drama",5.6,113334
Patriots Day,2016,"Action,Crime,Drama",7.4,93078
The Book of Henry,2017,"Crime,Drama,Thriller",6.6,24337
Christopher Robin,2018,"Adventure,Comedy,Drama",7.3,69496
Aftermath,2017,"Drama,Thriller",5.7,22292
Can You Ever Forgive Me?,2018,"Biography,Comedy,Crime",7.1,47252
Zashchitniki,2017,"Action,Adventure,Comedy",4.0,11812
Battle of the Sexes,2017,"Biography,Comedy,Drama",6.7,50536
Storks,2016,"Adventure,Animation,Comedy",6.8,56480
The Fate of the Furious,2017,"Action,Adventure,Crime",6.7,206222
Shot Caller,2017,"Crime,Drama,Thriller",7.3,73140
Spider-Man: Into the Spider-Verse,2018,"Action,Adventure,Animation",8.4,382887
Masaan,2015,Drama,8.2,23951
Denial,2016,"Biography,Drama",6.7,19393
It's Only the End of the World,2016,Drama,6.9,21187
Harriet,2019,"Action,Biography,Drama",6.6,20376
Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy",6.7,275597
Bad Moms,2016,Comedy,6.2,114964
Please Stand By,2017,"Adventure,Comedy,Drama",6.7,10929
Christine,2016,"Biography,Drama",6.9,13717
Fifty Shades of Black,2016,Comedy,3.5,19790
Beirut,2018,"Action,Crime,Drama",6.4,19211
Lords of Chaos,2018,"Biography,Drama,Horror",6.5,12797
On the Basis of Sex,2018,"Biography,Drama",7.1,28560
Loving,2016,"Biography,Drama,Romance",7.0,32090
Premam,2015,"Comedy,Drama,Romance",8.3,17314
Colossal,2016,"Action,Comedy,Drama",6.2,59393
The New Mutants,2020,"Action,Horror,Sci-Fi",5.3,46054
Collateral Beauty,2016,"Drama,Romance",6.8,92408
Loving Pablo,2017,"Biography,Crime,Drama",6.3,18342
The Death of Stalin,2017,"Comedy,Drama,History",7.2,88408
In the Tall Grass,2019,"Horror,Mystery,Sci-Fi",5.4,47342
OtherLife,2017,"Crime,Drama,Mystery",6.3,14443
Once Upon a Time in Venice,2017,"Action,Comedy",5.3,17676
It Comes at Night,2017,"Horror,Mystery,Sci-Fi",6.2,84737
Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",7.9,112850
Bumblebee,2018,"Action,Adventure,Sci-Fi",6.8,140669
Early Man,2018,"Adventure,Animation,Comedy",6.1,19994
6 Days,2017,"Action,Drama,History",6.2,18726
The Young Offenders,2016,"Adventure,Comedy,Crime",7.1,11643
Personal Shopper,2016,"Drama,Fantasy,Horror",6.1,36680
Bushwick,2017,"Action,Thriller",5.2,10556
The Exception,2016,"Drama,Romance,War",6.8,11340
Srimanthudu,2015,"Action,Drama",7.5,11208
Ali Baba and the Seven Dwarfs,2015,"Action,Comedy,Drama",5.7,18772
Klaus,2019,"Adventure,Animation,Comedy",8.2,107683
A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,87621
Attraction,2017,"Drama,Romance,Sci-Fi",5.6,11098
The Limehouse Golem,2016,"Crime,Mystery,Thriller",6.3,19071
The Great Hack,2019,"Biography,Documentary,History",7.1,20868
War Machine,2017,"Comedy,Drama,War",6.0,42204
Unfriended: Dark Web,2018,"Horror,Mystery,Thriller",5.9,27563
Pitch Perfect 3,2017,"Comedy,Music",5.8,56666
The Do-Over,2016,"Action,Adventure,Comedy",5.7,41057
The Fury of a Patient Man,2016,"Action,Crime,Drama",6.8,10644
The Promise,2016,"Action,Adventure,Drama",6.5,173072
Maleficent: Mistress of Evil,2019,"Adventure,Family,Fantasy",6.6,86607
The Meg,2018,"Action,Horror,Sci-Fi",5.6,152178
Imperium,2016,"Biography,Crime,Drama",6.5,42545
Lights Out,2016,"Drama,Horror,Mystery",6.3,115785
How to Be a Latin Lover,2017,"Comedy,Drama",6.0,14362
Rough Night,2017,"Comedy,Crime,Thriller",5.2,47501
Mindhorn,2016,"Comedy,Thriller",6.3,11357
Midnight Sun,2018,"Drama,Romance",6.6,24316
A Dark Song,2016,"Drama,Fantasy,Horror",6.2,14863
The Best of Enemies,2019,"Biography,Drama,History",7.2,10179
Three,2016,"Drama,Mystery,Thriller",7.3,11745
Time Trap,2017,"Action,Adventure,Mystery",6.3,29349
The SpongeBob Movie: Sponge on the Run,2020,"Adventure,Animation,Comedy",6.0,11316
Mother's Day,2016,"Comedy,Drama,Romance",5.7,33090
God's Not Dead 2,2016,Drama,4.4,11514
High Life,2018,"Adventure,Drama,Horror",5.8,29455
Sultan,2016,"Action,Drama,Sport",7.0,38001
Good Time,2017,"Crime,Drama,Thriller",7.4,92918
Hidden Figures,2016,"Biography,Drama,History",7.8,202789
Baahubali 2: The Conclusion,2017,"Action,Drama",8.2,75902
Batman: The Killing Joke,2016,"Action,Animation,Crime",6.4,50060
The Invisible Guest,2016,"Crime,Drama,Mystery",8.1,145731
The Emoji Movie,2017,"Adventure,Animation,Comedy",3.3,56568
Dumplin',2018,"Comedy,Drama",6.6,29078
Jurassic World: Fallen Kingdom,2018,"Action,Adventure,Sci-Fi",6.2,268732
First They Killed My Father,2017,"Biography,Drama,History",7.2,15884
Where to Invade Next,2015,"Comedy,Documentary",7.5,23698
Megan Leavey,2017,"Biography,Drama,War",7.1,21773
Kapoor & Sons,2016,"Comedy,Drama,Family",7.7,23445
Perfect Strangers,2016,"Comedy,Drama",7.8,57801
Winter on Fire: Ukraine's Fight for Freedom,2015,Documentary,8.4,12977
Mission: Impossible - Fallout,2018,"Action,Adventure,Thriller",7.7,294003
The Curse of la Llorona,2019,"Horror,Mystery,Thriller",5.3,38834
Just Mercy,2019,"Biography,Crime,Drama",7.6,48464
The Invisible Guardian,2017,"Crime,Thriller",6.4,13332
Lady Bird,2017,"Comedy,Drama",7.4,244739
Talvar,2015,"Crime,Drama,Mystery",8.2,31352
Southbound,2015,Horror,5.9,16961
The Devil's Candy,2015,"Drama,Horror,Thriller",6.4,17367
Graduation,2016,"Crime,Drama",7.3,12363
The Ottoman Lieutenant,2017,"Drama,War",6.6,24569
Deadwood: The Movie,2019,"Drama,Western",7.4,19519
